,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
171,214,"If a class has prerequisites, the student must take the prerequisites to take the class.
If a class has no prerequisites, then the student can take the class
CPSC 201 and CPSC 223 are prerequisites for CPSC 323.
Intro Microeconomics is the only prerequisite for Intermediate Microeconomics.
Intro Geology has no prerequisites.","∀x ∀y ∀z (Class(x) ∧ Student(y) ∧ Prereq(z,x) ∧ ¬Take(y, z) → ¬CanTake(y, x))
∀x ∀y ((Class(x) ∧ Student(y) ∧ ¬∃z Prereq(z,x)) → CanTake(y, x))
Prereq(cpsc201, cpsc323) ∧ Prereq(cpsc223, cpsc323)
∀x (Prereq(x,intermediateMicro) → x=introMicroeconomics)
¬(∃x (Prereq(x, introGeology)))",A student cannot take Intro Geology.,¬CanTake(introgeology),False,613,"forall x forall y forall z (class(x) and student(y) and prereq(z,x) and not take(y, z) implies not cantake(y, x))
forall x forall y ((class(x) and student(y) and not exists z prereq(z,x)) implies cantake(y, x))
prereq(cpsc201, cpsc323) and prereq(cpsc223, cpsc323)
forall x (prereq(x,intermediatemicro) implies x=intromicroeconomics)
not (exists x (prereq(x, introgeology)))",not cantake(introgeology)
172,188,"If two soccer teams score the same number of goals in one UCL final during the regular time, they need to play for the extra time.
If two soccer teams score the same number of goals in one UCL final during both regular and extra time, they need to play the penalty shoot-out.
Real Madrid and Atlético Madrid both scored one goal in the 2016 UCL final during the regular time.
Real Madrid and Atlético Madrid both scored zero goals in the 2016 UCL final during the extra time.","∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)",Real Madrid and Atlético Madrid did not need to play a penalty shoot-out in the 2016 UCL final.,"¬PlayPenalty(realMadrid, atleticoMadrid)",False,541,"forall w forall x forall y forall z (soccerteam(x) and soccerteam(y) and numberofgoalscored(x, z) and numberofgoalscored(y, w) and y=w and during(regulartime) implies playextra(x, y))
forall x forall y (soccerteam(x) and soccerteam(y) and samescore(x, y) and during(regulartime) and during(extratime) implies playpenalty(x, y))
soccerteam(realmadrid) and soccerteam(atleticomadrid) and samescore(realmadrid, atleticomadrid) and during(regulartime)
soccerteam(realmadrid) and soccerteam(atleticomadrid) and samescore(realmadrid, atleticomadrid) and during(extratime)","not playpenalty(realmadrid, atleticomadrid)"
173,399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)",Adam considers words of affirmation to be the most important love language.,"ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,1091,"forall x (in(x, lovecity) implies (considersmostimportantlovelanguage(x, physicaltouch)  or considersmostimportantlovelanguage(x, wordofaffirmation))
forall x ((considersmostimportantlovelanguage(x, physicaltouch)  and in(x, lovecity) implies goodwith(x, pet))
forall x ((goodwith(x, pet) and in(x, lovecity)) implies not scaredof(x, animal))
forall x (in(x, lovecity) implies (scaredof(x, animal) or loves(x, animal)))
(considersmostimportantlovelanguage(adam, physicaltouch) xor loves(adam, animal)) and in(adam, lovecity)","considersmostimportantlovelanguage(adam, wordofaffirmation)"
174,111,"Aberdeen won the cup in the 2013 final.
Rangers won the cup in the 2014 final.
Aberdeen and Rangers are different teams.
Different teams cannot win the cup in the same year's final.","WonCup(aberdeen, year2013Final)
WonCup(rangers, year2014Final)
¬(aberdeen=rangers)
∀x ∀y ∀z ∀w (¬(x=y) ∧ WonCup(x, z) ∧ WonCup(y, w) → ¬(z=w))",Rangers won the cup in 2015.,"WonCup(rangers, year2015Final)",Uncertain,336,"woncup(aberdeen, year2013final)
woncup(rangers, year2014final)
not (aberdeen=rangers)
forall x forall y forall z forall w (not (x=y) and woncup(x, z) and woncup(y, w) implies not (z=w))","woncup(rangers, year2015final)"
175,425,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.","∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)","If James either drives to his destination or is a student, then he has a high income and is a student.","(MeansToDestination(x, drive) ⊕ Student(james)) → (HighIncome(james) ∧ Student(james))",False,1207,"forall x (workat(x, meta) implies highincome(x))
forall x (highincome(x) implies not meanstodestination(x, bus))
forall x (meanstodestination(x, bus) xor meanstodestination(x, drive))
forall x (havecar(x) implies meanstodestination(x, drive))
forall x (student(x) implies not  meanstodestination(x, drive))
havecar(james) or workat(james, meta)","(meanstodestination(x, drive) xor student(james)) implies (highincome(james) and student(james))"
176,395,"All velvet-finish lipsticks in the Rouge Dior set, Lunar New Year Limited Edition are refillable.
Lipsticks in the Rouge Dior set, Lunar New Year Limited Edition have either a velvet-finish or a satin-finish.
No satin-finish lipsticks in the set do not have ""rosewood"" in its offical description. 
Lipstcks in the Rouge Dior set, Lunar New Year Limited Edition either does not have ""rosewood"" in its offical description or it has ""rosewood"" in its official description. 
ROUGE Dior Colored Lip Balm 999 is a lipstick in the set, and it either has ""rosewood"" in its official description or has a velvet finish.","∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))","If ROUGE Dior Colored Lip Balm 999 either does not have ""rosewood"" in its official description or is refillable, then it neither has a satin-finish nor has ""rosewood"" in its official description.",(RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ Refillable(rougeDiorColoredLipBalm999)) → ¬(SatinFinish(rougeDiorColoredLipBalm999) ∨ RosewoodInDescription(rougeDiorColoredLipBalm999)),False,1074,"forall x ((lipstick(x) and in(x, rougediorset) and in(x, lunarnewyearlimitededition) and velvetfinish(x)) implies refillable(x))
forall x ((lipstick(x) and in(x, rougediorset) and in(x, lunarnewyearlimitededition)) implies (velvetfinish(x) xor satinfinish(x))
forall x ((lipstick(x) and in(x, rougediorset) and in(x, lunarnewyearlimitededition) and satinfinish(x)) implies not rosewoodindescription(x))
forall x ((lipstick(x) and in(x, rougediorset) and in(x, lunarnewyearlimitededition)) implies (rosewoodindescription(x) xor not rosewoodindescription(x)))
lipstick(rougediorcoloredlipbalm999) and in(rougediorcoloredlipbalm999, rougediorset) and in(rougediorcoloredlipbalm999, lunarnewyearlimitededition) and (rosewoodindescription(rougediorcoloredlipbalm999) xor velvetfinish(rougediorcoloredlipbalm999))",(rosewoodindescription(rougediorcoloredlipbalm999) xor refillable(rougediorcoloredlipbalm999)) implies not (satinfinish(rougediorcoloredlipbalm999) or rosewoodindescription(rougediorcoloredlipbalm999))
177,462,"All classrooms in William L. Harkness Hall that are used for lectures are booked during the day. 
None of the classrooms in William L. Harkness Hall are private study spots.
All classrooms in William L. Harkness Hall are used for lectures or used for office hours.
If a classroom in William L. Harkness Hall is booked in the evening, then it is not freely usable at night.
If a classroom in William L. Harkness Hall is used for office hours, then it is booked in the evening.
Room 116 is a classroom in William L. Harkness Hall that is either both used for lecture and used for office hours or not used for either.","∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, lecture) → BookedDuring(x, day))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ (UsedFor(x, lecture) ∨ UsedFor(x, officeHours)))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ BookedIn(x, evening) → ¬FreelyUsableAtNight(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, officeHours) → BookedIn(x, evening))
ClassroomIn(116, williamLHarknessHall) ∧ ¬(UsedFor(116, lecture) ⊕ UsedFor(116, officeHours))","If Room 116 is either both booked during the day and freely usable at night, or neither, then it is either used for office hours or for private study spots.","¬(BookedDuring(room116, day) ⊕ FreelyUsableAtNight(room116) → (UsedFor(room116, officeHour) ⊕ PrivateStudySpot(room116))",True,1334,"forall x (classroomin(x, williamlharknesshall) and usedfor(x, lecture) implies bookedduring(x, day))
forall x (classroomin(x, williamlharknesshall) and not privatestudyspot(x))
forall x (classroomin(x, williamlharknesshall) and (usedfor(x, lecture) or usedfor(x, officehours)))
forall x (classroomin(x, williamlharknesshall) and bookedin(x, evening) implies not freelyusableatnight(x))
forall x (classroomin(x, williamlharknesshall) and usedfor(x, officehours) implies bookedin(x, evening))
classroomin(116, williamlharknesshall) and not (usedfor(116, lecture) xor usedfor(116, officehours))","not (bookedduring(room116, day) xor freelyusableatnight(room116) implies (usedfor(room116, officehour) xor privatestudyspot(room116))"
178,454,"Functional brainstems are necessary for breath control.
All humans that can swim can control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance.
Every human who can stand on the ground by themselves has functional leg muscles. 
George and Archie are humans.
George can control his balance and can swim.
Archie can walk if and only if he has functional brainstems.","∀x (CanControl(x, breath) → FunctionalBrainStem(x))
∀x (Human(x) ∧ CanSwim(x) → CanControl(x, breath))
∀x (Human(x) → (CanSwim(x) ∨ CanWalk(x)))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnTheGround(x, themselves))
∀x (Human(x) ∧ FunctionalBrainStem(x) → CanControl(x, balance))
∀x (Human(x) ∧ CanStandOnTheGround(x, themselves) → FunctionalLegMuscle(x)))
Human(george) ∧ Human(archie)
CanControl(george, balance) ∧ CanSwim(george)
¬(CanWalk(archie) ⊕ FunctionalBrainStem(x))
",Archie has functional leg muscles and can control his balance.,"FunctionalLegMuscle(archie) ∧ CanControl(archie, balance)",True,1308,"forall x (cancontrol(x, breath) implies functionalbrainstem(x))
forall x (human(x) and canswim(x) implies cancontrol(x, breath))
forall x (human(x) implies (canswim(x) or canwalk(x)))
forall x (human(x) and canwalk(x) implies canstandontheground(x, themselves))
forall x (human(x) and functionalbrainstem(x) implies cancontrol(x, balance))
forall x (human(x) and canstandontheground(x, themselves) implies functionallegmuscle(x)))
human(george) and human(archie)
cancontrol(george, balance) and canswim(george)
not (canwalk(archie) xor functionalbrainstem(x))
","functionallegmuscle(archie) and cancontrol(archie, balance)"
179,212,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.","∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)",Mauricia is at Luis's dinner party.,AtLuisParty(mauricia),False,606,"forall x (roomfor(x, dessert) implies roomfor(x, broccoli))
forall x (atluisparty(x) implies roomfor(x, dessert))
not roomfor(mauricia, broccoli)
atluisparty(allison) and firstdinnerpartyfor(luisparty, allison) 
roomfor(gustave, broccoli) and roomfor(gustave, asparagus)
vegetable(broccoli) and vegetable(asparagus)",atluisparty(mauricia)
180,408,"No trick-shot artist in Yale's varsity team struggles with half court shots.
Everyone on Yale's varsity team is someone who struggles with half court shots or who successfully shoots a high percentage of 3-pointers.  
Everyone on Yale's varsity team who successfully shoots a high percentage of 3-pointers is solid at shooting 2-pointers.  
No one on Yale's varsity team who is solid at shooting 2-pointers is bad at mid-range shots.  
Jack is on Yale's varsity team, and he is either a trick-shot artist or he successfully shoots a high percentage of 3-pointers.","∀x ((In(x, yaleSVarsityTeam) ∧ TrickShotArtist(x)) → ¬StruggleAt(x, halfCourtShot))
∀x (In(x, yaleSVarsityTeam) → (StruggleAt(x, halfCourtShot) ∨ GoodAt(x, threes)))
∀x ((In(x, yaleSVarsityTeam) ∧ GoodAt(x, threes)) → GoodAt(x, twos))
∀x ((In(x, yaleSVarsityTeam) ∧ GoodAt(x, twos)) → BadAt(x, midRangeShot))
In(jack, yaleSVarsityTeam) ∧ (TrickShotArtist(jack) ⊕  GoodAt(jack, threes))",Jack is bad at mid-range shots.,"BadAt(jack, midRangeShot)",False,1134,"forall x ((in(x, yalesvarsityteam) and trickshotartist(x)) implies not struggleat(x, halfcourtshot))
forall x (in(x, yalesvarsityteam) implies (struggleat(x, halfcourtshot) or goodat(x, threes)))
forall x ((in(x, yalesvarsityteam) and goodat(x, threes)) implies goodat(x, twos))
forall x ((in(x, yalesvarsityteam) and goodat(x, twos)) implies badat(x, midrangeshot))
in(jack, yalesvarsityteam) and (trickshotartist(jack) xor  goodat(jack, threes))","badat(jack, midrangeshot)"
