Unnamed: 0,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover,Premises - CLIF,Conclusions - CLIF,Premises - CLINGO,Conclusions - CLINGO,Premises - CGIF,Conclusions - CGIF,Premises - MINIFOL2,Conclusions - MINIFOL2,Premises - TFLPLUS,Conclusions - TFLPLUS
21,"The Golden State Warriors are a team from San Francisco.
The Golden State Warriors won the NBA finals.
All teams attending the NBA finals have won many games.
Boston Celtics are a team that lost the NBA finals.
If a team wins the NBA finals, then they will have more income.
If a team wins or loses at the NBA finals, then they are attending the finals.",The Golden State Warriors will have more income from gate receipts.,T,"Team(goldenStateWarriors) ∧ From(goldenStateWarriors, sanFrancisco)
Won(goldenStateWarriors, nbaFinals)
∀x ((Team(x) ∧ Attending(x, nbaFinals)) → WonManyGames(x))
Team(bostonCeltics) ∧ Lost(bostonCeltics, nbaFinals)
∀x ((Team(x) ∧ Won(x, nbaFinals)) → MoreIncome(x))
∀x ((Won(x, nbaFinals) ∨ Lost(x, nbaFinals)) → Attending(x, nbaFinals))",MoreIncome(goldenStateWarriors),,,"team(goldenstatewarriors) and from(goldenstatewarriors, sanfrancisco)
won(goldenstatewarriors, nbafinals)
forall x ((team(x) and attending(x, nbafinals)) implies wonmanygames(x))
team(bostonceltics) and lost(bostonceltics, nbafinals)
forall x ((team(x) and won(x, nbafinals)) implies moreincome(x))
forall x ((won(x, nbafinals) or lost(x, nbafinals)) implies attending(x, nbafinals))",moreincome(goldenstatewarriors),"team(goldenstatewarriors) , from(goldenstatewarriors, sanfrancisco)
won(goldenstatewarriors, nbafinals)
forall ((team(x) , attending(x, nbafinals)) -: wonmanygames(x))
team(bostonceltics) , lost(bostonceltics, nbafinals)
forall ((team(x) , won(x, nbafinals)) -: moreincome(x))
forall ((won(x, nbafinals) | lost(x, nbafinals)) -: attending(x, nbafinals))",moreincome(goldenstatewarriors),"[team[(goldenstatewarriors)]  from[(goldenstatewarriors  sanfrancisco)]
won[(goldenstatewarriors  nbafinals)]
@every *x [([(team[(?x)]  attending[(?x  nbafinals)])]  wonmanygames[(?x)])]
team[(bostonceltics)]  lost[(bostonceltics  nbafinals)]
@every *x [([(team[(?x)]  won[(?x  nbafinals)])]  moreincome[(?x)])]
@every *x [([(won[(?x  nbafinals)]  lost[(?x  nbafinals)])]  attending[(?x  nbafinals)])]]",[moreincome[(goldenstatewarriors)]],"team(goldenstatewarriors) & from(goldenstatewarriors, sanfrancisco)
won(goldenstatewarriors, nbafinals)
all:x ((team(x) & attending(x, nbafinals)) :- wonmanygames(x))
team(bostonceltics) & lost(bostonceltics, nbafinals)
all:x ((team(x) & won(x, nbafinals)) :- moreincome(x))
all:x ((won(x, nbafinals) | lost(x, nbafinals)) :- attending(x, nbafinals))",moreincome(goldenstatewarriors),+T2(+g2)++F2+W2-((+T0++A0)-+W0)+T2(+b2)++L2-((+T0++W0)-+M0)-((+W0-+L0)-+A0),+M2(+g2)
75,"Robert Zimmer was a philosopher born in Germany.
Robert Zimmer is an essayist.
Robert Zimmer was born in 1953.
Every essayist is a writer.",Robert Zimmer is German.,U,"BornIn(robertZimmer, germany) ∧ Philosopher(robertZimmer)
Essayist(robertZimmer)
BornIn(robertZimmer, yr1953)
∀x (Essayist(x) → Writer(x))","BornIn(robertZimmer, germany)",,,"bornin(robertzimmer, germany) and philosopher(robertzimmer)
essayist(robertzimmer)
bornin(robertzimmer, yr1953)
forall x (essayist(x) implies writer(x))","bornin(robertzimmer, germany)","bornin(robertzimmer, germany) , philosopher(robertzimmer)
essayist(robertzimmer)
bornin(robertzimmer, yr1953)
forall (essayist(x) -: writer(x))","bornin(robertzimmer, germany)","[bornin[(robertzimmer  germany)]  philosopher[(robertzimmer)]
essayist[(robertzimmer)]
bornin[(robertzimmer  yr1953)]
@every *x [(essayist[(?x)]  writer[(?x)])]]",[bornin[(robertzimmer  germany)]],"bornin(robertzimmer, germany) & philosopher(robertzimmer)
essayist(robertzimmer)
bornin(robertzimmer, yr1953)
all:x (essayist(x) :- writer(x))","bornin(robertzimmer, germany)",+B2++P2(+r2)+E2(+r2)+B2-(+E0-+W0),+B2
22,"If a customer subscribes to AMC A-List, then he/she can watch 3 movies every week without any additional fees. 
Some customers go to cinemas every week. 
Customers who prefer TV series will not watch TV series in cinemas.
James watches TV series in cinemas. 
James subscribes to AMC A-List.
Peter prefers TV series.",James goes to cinemas every week.,U,"∀x (SubscribedTo(x, aMCAList) → EligibleForThreeFreeMovies(x))
∃x (CinemaEveryWeek(x))
∀x (Prefer(x, tVSeries) → ¬WatchTVIn(x, cinemas))
WatchTVIn(james, cinemas)
SubscribedTo(james, aMCAList)
Prefer(peter, tVSeries)",CinemaEveryWeek(james),,,"forall x (subscribedto(x, amcalist) implies eligibleforthreefreemovies(x))
exists x (cinemaeveryweek(x))
forall x (prefer(x, tvseries) implies not watchtvin(x, cinemas))
watchtvin(james, cinemas)
subscribedto(james, amcalist)
prefer(peter, tvseries)",cinemaeveryweek(james),"forall (subscribedto(x, amcalist) -: eligibleforthreefreemovies(x))
 (cinemaeveryweek(x))
forall (prefer(x, tvseries) -: notwatchtvin(x, cinemas))
watchtvin(james, cinemas)
subscribedto(james, amcalist)
prefer(peter, tvseries)",cinemaeveryweek(james),"[@every *x [(subscribedto[(?x  amcalist)]  eligibleforthreefreemovies[(?x)])]
*x [(cinemaeveryweek[(?x)])]
@every *x [(prefer[(?x  tvseries)]  ~watchtvin[(?x  cinemas)])]
watchtvin[(james  cinemas)]
subscribedto[(james  amcalist)]
prefer[(peter  tvseries)]]",[cinemaeveryweek[(james)]],"all:x (subscribedto(x, amcalist) :- eligibleforthreefreemovies(x))
x (cinemaeveryweek(x))
all:x (prefer(x, tvseries) :- ~watchtvin(x, cinemas))
watchtvin(james, cinemas)
subscribedto(james, amcalist)
prefer(peter, tvseries)",cinemaeveryweek(james),-(+S0-+E0)+(+C1)-(+P0--+W0)+W2+S2+P2,+C2(+j2)
95,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.",Some Brit produced a television series.,T,"TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed)","∃x ∃y(British(x) ∧ TelevisionSeries(y) ∧ Produces(x, y))",,,"televisionseries(diray) and policeprocedural(diray)
creates(maya, diray) and writes(maya, diray)
produces(jed, diray)
british(maya) and british(jed)","exists x exists y(british(x) and televisionseries(y) and produces(x, y))","televisionseries(diray) , policeprocedural(diray)
creates(maya, diray) , writes(maya, diray)
produces(jed, diray)
british(maya) , british(jed)"," (british(x) , televisionseries(y) , produces(x, y))","[televisionseries[(diray)]  policeprocedural[(diray)]
creates[(maya  diray)]  writes[(maya  diray)]
produces[(jed  diray)]
british[(maya)]  british[(jed)]]",[*x *y[(british[(?x)]  televisionseries[(?y)]  produces[(?x  y)])]],"televisionseries(diray) & policeprocedural(diray)
creates(maya, diray) & writes(maya, diray)
produces(jed, diray)
british(maya) & british(jed)","x y(british(x) & televisionseries(y) & produces(x, y))",+T2(+d2)++P2(+d2)+C2++W2+P2+B2(+m2)++B2(+j2),++(+B1++T1++P1)
55,"A businessperson is someone who has ownership over part of a company. 
People who own a company make money from it. 
A businessperson can be either a businessman or a businesswoman. 
Many businesspersons are extroverted.
Businesspersons can handle money well.
Bob is a businessman who has ownership over Microsoft.",Bob is extroverted.,U,"∀x (BusinessPerson(x) → ∃y(Company(y) ∧ Ownership(x, y)))
∀x ∀y (Ownership(x, y) → MakeMoney(x, y))
∀x (BusinessPerson(x) → (BusinessMan(x) ⊕ BusinessWoman(x)))
∃x (BusinessPerson(x) ∧ Extrovert(x))
∀x (BusinessPerson(x) → HandleMoney(x))
BusinessPerson(bob) ∧ Ownership(bob, microsoft)",Extrovert(bob),,,"forall x (businessperson(x) implies exists y(company(y) and ownership(x, y)))
forall x forall y (ownership(x, y) implies makemoney(x, y))
forall x (businessperson(x) implies (businessman(x) xor businesswoman(x)))
exists x (businessperson(x) and extrovert(x))
forall x (businessperson(x) implies handlemoney(x))
businessperson(bob) and ownership(bob, microsoft)",extrovert(bob),"forall (businessperson(x) -: (company(y) , ownership(x, y)))
forall forall (ownership(x, y) -: makemoney(x, y))
forall (businessperson(x) -: (businessman(x) ^ businesswoman(x)))
 (businessperson(x) , extrovert(x))
forall (businessperson(x) -: handlemoney(x))
businessperson(bob) , ownership(bob, microsoft)",extrovert(bob),"[@every *x [(businessperson[(?x)]  *y[(company[(?y)]  ownership[(?x  y)])])]
@every *x @every *y [(ownership[(?x  y)]  makemoney[(?x  y)])]
@every *x [(businessperson[(?x)]  [(businessman[(?x)]  businesswoman[(?x)])])]
*x [(businessperson[(?x)]  extrovert[(?x)])]
@every *x [(businessperson[(?x)]  handlemoney[(?x)])]
businessperson[(bob)]  ownership[(bob  microsoft)]]",[extrovert[(bob)]],"all:x (businessperson(x) :- y(company(y) & ownership(x, y)))
all:x all:y (ownership(x, y) :- makemoney(x, y))
all:x (businessperson(x) :- (businessman(x) ^ businesswoman(x)))
x (businessperson(x) & extrovert(x))
all:x (businessperson(x) :- handlemoney(x))
businessperson(bob) & ownership(bob, microsoft)",extrovert(bob),-(+B0-+(+C1++O1))--(+O0-+M0)-(+B0-(+B0-+B0))+(+B1++E1)-(+B0-+H0)+B2(+b2)++O2,+E2(+b2)
86,"If a legislator is found guilty of stealing government funds, they will be suspended from office.
Tiffany T. Alston was a legislator in Maryland's House of Delegates from 2011 to 2013.
Tiffany T. Alston was found guilty of stealing government funds in 2012.",Tiffany T. Alston went to prison for stealing government funds.,U,"∀x ((Legislator(x) ∧ StealsFunds(x)) → Suspended(x))
Legislator(tiffanyTAlston)
StealsFunds(tiffanyTAlston) ∧ StealsFundsInYr(tiffanyTAlston, yr2012)",Prison(tiffanyTAlston),,,"forall x ((legislator(x) and stealsfunds(x)) implies suspended(x))
legislator(tiffanytalston)
stealsfunds(tiffanytalston) and stealsfundsinyr(tiffanytalston, yr2012)",prison(tiffanytalston),"forall ((legislator(x) , stealsfunds(x)) -: suspended(x))
legislator(tiffanytalston)
stealsfunds(tiffanytalston) , stealsfundsinyr(tiffanytalston, yr2012)",prison(tiffanytalston),"[@every *x [([(legislator[(?x)]  stealsfunds[(?x)])]  suspended[(?x)])]
legislator[(tiffanytalston)]
stealsfunds[(tiffanytalston)]  stealsfundsinyr[(tiffanytalston  yr2012)]]",[prison[(tiffanytalston)]],"all:x ((legislator(x) & stealsfunds(x)) :- suspended(x))
legislator(tiffanytalston)
stealsfunds(tiffanytalston) & stealsfundsinyr(tiffanytalston, yr2012)",prison(tiffanytalston),-((+L0++S0)-+S0)+L2(+t2)+S2(+t2)++S2,+P2(+t2)
97,"Deborah Wallace is a Scottish-born actress, playwright, and producer.
Psyche is a play based on the life of James Miranda Barry.
Homesick, Psyche and The Void are plays by Deborah Wallace.
Deborah Wallace co-produced Gasland.",Gasland was coproduced by the same person Homesick was from.,T,"BornIn(deborahWallace, scotland) ∧ Actress(deborahWallace) ∧ Playwright(deborahWallace) ∧ Producer(deborahWallace)
Play(psyche) ∧ BasedOn(psyche, lifeOfJamesMirandaBarry)
Play(homesick) ∧ WrittenBy(homesick, deborahWallace) ∧ Play(psyche) ∧ WrittenBy(psyche, deborahWallace) ∧ Play(theVoid) ∧ WrittenBy(theVoid, deborahWallace)
CoProduce(deborahWallace, gasland)","∃x (CoProduces(x, gasland) ∧ WrittenBy(homesick, x))",,,"bornin(deborahwallace, scotland) and actress(deborahwallace) and playwright(deborahwallace) and producer(deborahwallace)
play(psyche) and basedon(psyche, lifeofjamesmirandabarry)
play(homesick) and writtenby(homesick, deborahwallace) and play(psyche) and writtenby(psyche, deborahwallace) and play(thevoid) and writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)","exists x (coproduces(x, gasland) and writtenby(homesick, x))","bornin(deborahwallace, scotland) , actress(deborahwallace) , playwright(deborahwallace) , producer(deborahwallace)
play(psyche) , basedon(psyche, lifeofjamesmirandabarry)
play(homesick) , writtenby(homesick, deborahwallace) , play(psyche) , writtenby(psyche, deborahwallace) , play(thevoid) , writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)"," (coproduces(x, gasland) , writtenby(homesick, x))","[bornin[(deborahwallace  scotland)]  actress[(deborahwallace)]  playwright[(deborahwallace)]  producer[(deborahwallace)]
play[(psyche)]  basedon[(psyche  lifeofjamesmirandabarry)]
play[(homesick)]  writtenby[(homesick  deborahwallace)]  play[(psyche)]  writtenby[(psyche  deborahwallace)]  play[(thevoid)]  writtenby[(thevoid  deborahwallace)]
coproduce[(deborahwallace  gasland)]]",[*x [(coproduces[(?x  gasland)]  writtenby[(homesick  x)])]],"bornin(deborahwallace, scotland) & actress(deborahwallace) & playwright(deborahwallace) & producer(deborahwallace)
play(psyche) & basedon(psyche, lifeofjamesmirandabarry)
play(homesick) & writtenby(homesick, deborahwallace) & play(psyche) & writtenby(psyche, deborahwallace) & play(thevoid) & writtenby(thevoid, deborahwallace)
coproduce(deborahwallace, gasland)","x (coproduces(x, gasland) & writtenby(homesick, x))",+B2++A2(+d2)++P2(+d2)++P2(+d2)+P2(+p2)++B2+P2(+h2)++W2++P2(+p2)++W2++P2(+t2)++W2+C2,+(+C1++W1)
53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ",Amy is an Pasifika New Zealander.,U,"∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)",PasifikaNewZealanders(amy),,,"forall x (pasifikanewzealanders(x) implies newzealanders(x)) and exists yexists z (pasifikanewzealanders(y) and pasifikanewzealanders(z) and differentethnicgroups(y,z))
forall x (asiannewzealanders(x) implies newzealanders(x)) and exists yexists z (asiannewzealanders(y) and asiannewzealanders(z) and differentethnicgroups(y,z))
forall x (pasifikanewzealanders(x) implies not asiannewzealanders(x))
forall x (pasifikanewzealanders(x) implies speaksamoan(x))
pasifikanewzealanders(joe)
speaksamoan(amy)",pasifikanewzealanders(amy),"forall (pasifikanewzealanders(x) -: newzealanders(x)) ,  (pasifikanewzealanders(y) , pasifikanewzealanders(z) , differentethnicgroups(y,))
forall (asiannewzealanders(x) -: newzealanders(x)) ,  (asiannewzealanders(y) , asiannewzealanders(z) , differentethnicgroups(y,))
forall (pasifikanewzealanders(x) -: notasiannewzealanders(x))
forall (pasifikanewzealanders(x) -: speaksamoan(x))
pasifikanewzealanders(joe)
speaksamoan(amy)",pasifikanewzealanders(amy),"[@every *x [(pasifikanewzealanders[(?x)]  newzealanders[(?x)])]  *y*z [(pasifikanewzealanders[(?y)]  pasifikanewzealanders[(?z)]  differentethnicgroups[(?y ?z)])]
@every *x [(asiannewzealanders[(?x)]  newzealanders[(?x)])]  *y*z [(asiannewzealanders[(?y)]  asiannewzealanders[(?z)]  differentethnicgroups[(?y ?z)])]
@every *x [(pasifikanewzealanders[(?x)]  ~asiannewzealanders[(?x)])]
@every *x [(pasifikanewzealanders[(?x)]  speaksamoan[(?x)])]
pasifikanewzealanders[(joe)]
speaksamoan[(amy)]]",[pasifikanewzealanders[(amy)]],"all:x (pasifikanewzealanders(x) :- newzealanders(x)) & yz (pasifikanewzealanders(y) & pasifikanewzealanders(z) & differentethnicgroups(y,z))
all:x (asiannewzealanders(x) :- newzealanders(x)) & yz (asiannewzealanders(y) & asiannewzealanders(z) & differentethnicgroups(y,z))
all:x (pasifikanewzealanders(x) :- ~asiannewzealanders(x))
all:x (pasifikanewzealanders(x) :- speaksamoan(x))
pasifikanewzealanders(joe)
speaksamoan(amy)",pasifikanewzealanders(amy),-(+P0-+N0)+++(+P1++P1++D1)-(+A0-+N0)+++(+A1++A1++D1)-(+P0--+A0)-(+P0-+S0)+P2(+j2)+S2(+a2),+P2(+a2)
10,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",The Mede Empire plans to swallow up Attolia.,U,"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","PlotsToSwallowUp(medeEmpire, attolia)",,,"youngadultfantasy(thickastheives) and novel(thickastheives) and writtenby(thickastheives, meganwhalenturner)
publishedby(thickastheives, greenwillowbooks)
forall x forall y forall z ((writtenby(x, y) and publishedby(x, z)) implies workedwith(y, z))
fictional(medeempire) and setin(thickastheives, medeempire)
exists x exists y ((country(x) and near(x, medeempire) and plotstoswallowup(medeempire, x)) and (not (x=y) and near(y, medeempire) and plotstoswallowup(medeempire, y)))
country(attolia) and near(attolia, medeempire) and country(sounis) and near(sounis, medeempire)
soldas(thickastheives, hardcover) and soldas(thickastheives, softcover)","plotstoswallowup(medeempire, attolia)","youngadultfantasy(thickastheives) , novel(thickastheives) , writtenby(thickastheives, meganwhalenturner)
publishedby(thickastheives, greenwillowbooks)
forall forall forall ((writtenby(x, y) , publishedby(x, z)) -: workedwith(y, z))
fictional(medeempire) , setin(thickastheives, medeempire)
  ((country(x) , near(x, medeempire) , plotstoswallowup(medeempire, x)) , (not(x=y) , near(y, medeempire) , plotstoswallowup(medeempire, y)))
country(attolia) , near(attolia, medeempire) , country(sounis) , near(sounis, medeempire)
soldas(thickastheives, hardcover) , soldas(thickastheives, softcover)","plotstoswallowup(medeempire, attolia)","[youngadultfantasy[(thickastheives)]  novel[(thickastheives)]  writtenby[(thickastheives  meganwhalenturner)]
publishedby[(thickastheives  greenwillowbooks)]
@every *x @every *y @every *z [([(writtenby[(?x  y)]  publishedby[(?x  z)])]  workedwith[(?y  z)])]
fictional[(medeempire)]  setin[(thickastheives  medeempire)]
*x *y [([(country[(?x)]  near[(?x  medeempire)]  plotstoswallowup[(medeempire  x)])]  [(~[(?x=y)]  near[(?y  medeempire)]  plotstoswallowup[(medeempire  y)])])]
country[(attolia)]  near[(attolia  medeempire)]  country[(sounis)]  near[(sounis  medeempire)]
soldas[(thickastheives  hardcover)]  soldas[(thickastheives  softcover)]]",[plotstoswallowup[(medeempire  attolia)]],"youngadultfantasy(thickastheives) & novel(thickastheives) & writtenby(thickastheives, meganwhalenturner)
publishedby(thickastheives, greenwillowbooks)
all:x all:y all:z ((writtenby(x, y) & publishedby(x, z)) :- workedwith(y, z))
fictional(medeempire) & setin(thickastheives, medeempire)
x y ((country(x) & near(x, medeempire) & plotstoswallowup(medeempire, x)) & (~(x=y) & near(y, medeempire) & plotstoswallowup(medeempire, y)))
country(attolia) & near(attolia, medeempire) & country(sounis) & near(sounis, medeempire)
soldas(thickastheives, hardcover) & soldas(thickastheives, softcover)","plotstoswallowup(medeempire, attolia)",+Y2(+t2)++N2(+t2)++W2+P2---((+W0++P0)-+W0)+F2(+m2)++S2++((+C1++N1++P1)+(-(+x1)++N1++P1))+C2(+a2)++N2++C2(+s2)++N2+S2++S2,+P2
79,"Robert Lewandowski is a striker.
Strikers are soccer players.
Robert Lewandowski left Bayern Munchen.
If a player leaves a team they no longer play for that team.",Robert Lewandowski plays for Bayern Munchen.,F,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","PlaysFor(robertLewandowski, bayernMunchen)",,,"striker(robertlewandowski)
forall x (striker(x) implies soccerplayer(x))
left(robertlewandowski, bayernmunchen)
forall x forall y (left(x, y) implies not playsfor(x, y))","playsfor(robertlewandowski, bayernmunchen)","striker(robertlewandowski)
forall (striker(x) -: soccerplayer(x))
left(robertlewandowski, bayernmunchen)
forall forall (left(x, y) -: notplaysfor(x, y))","playsfor(robertlewandowski, bayernmunchen)","[striker[(robertlewandowski)]
@every *x [(striker[(?x)]  soccerplayer[(?x)])]
left[(robertlewandowski  bayernmunchen)]
@every *x @every *y [(left[(?x  y)]  ~playsfor[(?x  y)])]]",[playsfor[(robertlewandowski  bayernmunchen)]],"striker(robertlewandowski)
all:x (striker(x) :- soccerplayer(x))
left(robertlewandowski, bayernmunchen)
all:x all:y (left(x, y) :- ~playsfor(x, y))","playsfor(robertlewandowski, bayernmunchen)",+S2(+r2)-(+S0-+S0)+L2--(+L0--+P0),+P2
